4145,6100
4145,6101
4145,6102
4146,6104
4147,6108
4147,6109
4147,6110
4148,6112
4148,6113
4148,6114
4149,6116
4149,6117
4149,6118
4150,6120
4150,6121
4150,6122
4151,6123
4152,6124
4153,6125
4154,6126
4155,6127
4156,6128
4157,6129
4158,6130
4159,6131
4160,6132
4161,6133
4162,6134
4163,6135
4164,6136
4165,6137
4166,6138
4167,6139
4168,6140
4169,6141
4170,6142
4171,6143
4172,6144
4173,6145
4174,6146
4175,6147
4176,6148
4177,6149
4178,6150
4179,6151
4180,6152
4181,6153
4182,6154
4183,6155
4184,6156
4185,6157
4186,6158
4187,6159
4188,6160
3898,6161
3899,6162
3900,6163
3901,6164
3902,6165
3903,6166
3904,6167
3905,6168
3943,6169
3944,6170
3945,6171
3946,6172
3947,6173
3948,6174
3949,6175
4189,6177
4189,6178
4189,6179
4190,6181
4190,6182
4190,6183
4191,6185
4191,6186
4191,6187
4192,6189
4192,6190
4192,6191
4193,6193
4193,6194
4193,6195
4194,6197
4194,6198
4194,6199
4195,6201
4195,6202
4195,6203
4196,6204
4197,6205
4198,6206
4199,6207
4200,6208
4201,6209
4202,6210
4203,6211
4204,6212
4205,6213
4206,6214
4207,6215
4208,6216
4209,6217
4210,6218
4211,6219
4212,6220
4213,6221
4214,6222
4215,6223
4216,6224
